geoid,year,housing_starts_total,housing_starts_total_source,housing_completions,housing_completions_source
5350602.00,2021,14,official,50,official
5350602.00,2022,14,official,9,official
5350602.00,2023,23,official,,
5350602.00,2024,8,official,,
5350603.00,2018,1,official,1,official
5350603.00,2019,5,official,7,official
5350603.00,2020,2,official,6,official
5350603.00,2021,4,official,1,official
5350603.00,2022,5,official,3,official
5350603.00,2023,110,official,,
5350603.00,2024,69,official,,
5350604.00,2018,0,official,0,official
5350604.00,2019,7,official,3,official
5350604.00,2020,14,official,42,official
5350604.00,2021,9,official,12,official
5350604.00,2022,1,official,1,official
5350604.00,2023,2,official,,
5350604.00,2024,6,official,,
5350605.00,2018,3,official,4,official
5350605.00,2019,12,official,24,official
5350605.00,2020,7,official,14,official
5350605.00,2021,28,official,5,official
5350605.00,2022,56,official,0,official
5350605.00,2023,6,official,,
5350605.00,2024,11,official,,
5350606.00,2018,9,official,2,official
5350606.00,2019,20,official,28,official
5350606.00,2020,16,official,20,official
5350606.00,2021,16,official,12,official
5350606.00,2022,2,official,7,official
5350606.00,2023,25,official,,
5350606.00,2024,16,official,,
5350607.00,2018,10,official,6,official
5350607.00,2019,28,official,33,official
5350607.00,2020,20,official,26,official
5350607.00,2021,15,official,19,official
5350607.00,2022,10,official,5,official
5350607.00,2023,18,official,,
5350607.00,2024,16,official,,
5350608.00,2018,11,official,3,official
5350608.00,2019,34,official,27,official
5350608.00,2020,14,official,34,official
5350608.00,2021,6,official,12,official
5350608.00,2022,10,official,1,official
5350608.00,2023,17,official,,
5350608.00,2024,11,official,,
5350609.00,2018,18,official,5,official
5350609.00,2019,15,official,23,official
5350609.00,2020,15,official,32,official
5350609.00,2021,20,official,18,official
5350609.00,2022,6,official,4,official
5350609.00,2023,14,official,,
5350609.00,2024,11,official,,
5350610.03,2018,4,official,6,official
5350610.03,2019,11,official,15,official
5350610.03,2020,502,official,13,official
5350610.03,2021,8,official,497,official
5350610.03,2022,4,official,2,official
5350610.03,2023,7,official,,
5350610.03,2024,26,official,,
5350610.04,2018,2,official,1,official
5350610.04,2019,4,official,5,official
5350610.04,2020,22,official,7,official
5350610.04,2021,7,official,22,official
5350610.04,2022,3,official,0,official
5350610.04,2023,7,official,,
5350610.04,2024,4,official,,
5350610.05,2023,0,official,,
5350610.05,2024,1,official,,
5350610.06,2023,0,official,,
5350610.06,2024,1,official,,
5350611.00,2018,7,official,3,official
5350611.00,2019,36,official,27,official
5350611.00,2020,10,official,28,official
5350611.00,2021,8,official,11,official
5350611.00,2022,3,official,1,official
5350611.00,2023,17,official,,
5350611.00,2024,12,official,,
5350612.01,2018,0,official,0,official
5350612.01,2019,0,official,0,official
5350612.01,2020,0,official,0,official
5350612.01,2021,0,official,8,official
5350612.01,2022,0,official,0,official
5350612.01,2023,0,official,,
5350612.01,2024,0,official,,
5350612.03,2018,0,official,0,official
5350612.03,2019,0,official,0,official
5350612.03,2020,101,official,0,official
5350612.03,2021,368,official,118,official
5350612.03,2022,84,official,173,official
5350612.03,2023,33,official,,
5350612.03,2024,333,official,,
5350612.05,2018,0,official,0,official
5350612.05,2019,0,official,0,official
5350612.05,2020,0,official,0,official
5350612.05,2021,0,official,4,official
5350612.05,2022,0,official,0,official
5350612.05,2023,0,official,,
5350612.05,2024,0,official,,
5350612.08,2018,0,official,0,official
5350612.08,2019,0,official,0,official
5350612.08,2020,0,official,0,official
5350612.08,2021,0,official,0,official
5350612.08,2022,0,official,0,official
5350612.08,2023,0,official,,
5350612.08,2024,0,official,,
5350612.10,2018,0,official,0,official
5350612.10,2019,0,official,0,official
5350612.10,2020,1,official,0,official
5350612.10,2021,0,official,1,official
5350612.10,2022,0,official,0,official
5350612.10,2023,0,official,,
5350612.10,2024,0,official,,
5350612.11,2018,0,official,0,official
5350612.11,2019,1,official,0,official
5350612.11,2020,0,official,0,official
5350612.11,2021,0,official,1,official
5350612.11,2022,0,official,0,official
5350612.11,2023,0,official,,
5350612.11,2024,0,official,,
5350612.12,2018,32,official,0,official
5350612.12,2019,15,official,0,official
5350612.12,2020,0,official,32,official
5350612.12,2021,0,official,3,official
5350612.12,2022,0,official,0,official
5350612.12,2023,0,official,,
5350612.12,2024,0,official,,
5350612.13,2018,0,official,0,official
5350612.13,2019,0,official,0,official
5350612.13,2020,0,official,0,official
5350612.13,2021,1,official,0,official
5350612.13,2022,0,official,0,official
5350612.13,2023,0,official,,
5350612.13,2024,0,official,,
5350612.14,2018,29,official,1,official
5350612.14,2019,2,official,30,official
5350612.14,2020,0,official,0,official
5350612.14,2021,0,official,0,official
5350612.14,2022,0,official,0,official
5350612.14,2023,0,official,,
5350612.14,2024,0,official,,
5350612.15,2018,0,official,11,official
5350612.15,2019,0,official,0,official
5350612.15,2020,3,official,0,official
5350612.15,2021,129,official,2,official
5350612.15,2022,0,official,0,official
5350612.15,2023,0,official,,
5350612.15,2024,0,official,,
5350612.18,2018,208,official,0,official
5350612.18,2019,0,official,0,official
5350612.18,2020,15,official,212,official
5350612.18,2021,0,official,0,official
5350612.18,2022,0,official,0,official
5350612.18,2023,0,official,,
5350612.18,2024,0,official,,
5350612.19,2018,0,official,0,official
5350612.19,2019,0,official,0,official
5350612.19,2020,0,official,0,official
5350612.19,2021,0,official,0,official
5350612.19,2022,0,official,0,official
5350612.19,2023,0,official,,
5350612.19,2024,0,official,,
5350612.20,2018,0,official,0,official
5350612.20,2019,0,official,0,official
5350612.20,2020,0,official,0,official
5350612.20,2021,0,official,0,official
5350612.20,2022,0,official,0,official
5350612.20,2023,0,official,,
5350612.20,2024,0,official,,
5350612.21,2018,0,official,0,official
5350612.21,2019,1,official,1,official
5350612.21,2020,0,official,1,official
5350612.21,2021,0,official,0,official
5350612.21,2022,0,official,0,official
5350612.21,2023,0,official,,
5350612.21,2024,54,official,,
5350612.22,2018,0,official,166,official
5350612.22,2019,0,official,0,official
5350612.22,2020,0,official,0,official
5350612.22,2021,343,official,7,official
5350612.22,2022,131,official,0,official
5350612.22,2023,324,official,,
5350612.22,2024,163,official,,
5350612.23,2018,0,official,0,official
5350612.23,2019,0,official,0,official
5350612.23,2020,0,official,0,official
5350612.23,2021,0,official,0,official
5350612.23,2022,0,official,0,official
5350612.23,2023,0,official,,
5350612.23,2024,0,official,,
5350612.25,2018,0,official,0,official
5350612.25,2019,2,official,0,official
5350612.25,2020,6,official,2,official
5350612.25,2021,33,official,16,official
5350612.25,2022,4,official,13,official
5350612.25,2023,1,official,,
5350612.25,2024,0,official,,
5350612.26,2018,0,official,284,official
5350612.26,2019,242,official,0,official
5350612.26,2020,500,official,242,official
5350612.26,2021,1,official,0,official
5350612.26,2022,529,official,187,official
5350612.26,2023,0,official,,
5350612.26,2024,0,official,,
5350612.27,2018,373,official,31,official
5350612.27,2019,0,official,0,official
5350612.27,2020,2,official,376,official
5350612.27,2021,0,official,0,official
5350612.27,2022,0,official,0,official
5350612.27,2023,0,official,,
5350612.27,2024,41,official,,
5350612.28,2023,0,official,,
5350612.28,2024,0,official,,
5350612.29,2023,0,official,,
5350612.29,2024,0,official,,
5350613.01,2018,5,official,1,official
5350613.01,2019,4,official,8,official
5350613.01,2020,5,official,11,official
5350613.01,2021,5,official,1,official
5350613.01,2022,2,official,6,official
5350613.01,2023,2,official,,
5350613.01,2024,8,official,,
5350613.03,2018,3,official,1,official
5350613.03,2019,4,official,6,official
5350613.03,2020,5,official,8,official
5350613.03,2021,28,official,1,official
5350613.03,2022,164,official,8,official
5350613.03,2023,1,official,,
5350613.03,2024,7,official,,
5350613.04,2018,143,official,143,official
5350613.04,2019,0,official,0,official
5350613.04,2020,233,official,0,official
5350613.04,2021,72,official,233,official
5350613.04,2022,0,official,1,official
5350613.04,2023,0,official,,
5350613.04,2024,0,official,,
5350614.01,2018,1,official,0,official
5350614.01,2019,1,official,2,official
5350614.01,2020,0,official,1,official
5350614.01,2021,3,official,0,official
5350614.01,2022,1,official,3,official
5350614.01,2023,1,official,,
5350614.01,2024,1,official,,
5350614.02,2018,1,official,0,official
5350614.02,2019,1,official,2,official
5350614.02,2020,1,official,1,official
5350614.02,2021,0,official,0,official
5350614.02,2022,0,official,0,official
5350614.02,2023,0,official,,
5350614.02,2024,0,official,,
5350615.00,2018,748,official,1786,official
5350615.00,2019,314,official,394,official
5350615.00,2020,1096,official,727,official
5350615.00,2021,1601,official,740,official
5350615.00,2022,872,official,595,official
5350615.00,2023,1131,official,,
5350615.00,2024,2762,official,,
5350620.05,2018,0,official,56,official
5350620.05,2019,1,official,1,official
5350620.05,2020,1,official,1,official
5350620.05,2021,0,official,1,official
5350620.05,2022,0,official,0,official
5350620.05,2023,0,official,,
5350620.05,2024,94,official,,
5350620.06,2018,0,official,76,official
5350620.06,2019,0,official,0,official
5350620.06,2020,0,official,0,official
5350620.06,2021,0,official,0,official
5350620.06,2022,0,official,0,official
5350620.06,2023,0,official,,
5350620.06,2024,0,official,,
5350620.07,2018,0,official,0,official
5350620.07,2019,0,official,0,official
5350620.07,2020,0,official,0,official
5350620.07,2021,0,official,0,official
5350620.07,2022,0,official,7,official
5350620.07,2023,0,official,,
5350620.07,2024,0,official,,
5350620.09,2018,0,official,0,official
5350620.09,2019,0,official,0,official
5350620.09,2020,0,official,0,official
5350620.09,2021,0,official,0,official
5350620.09,2022,0,official,0,official
5350620.09,2023,0,official,,
5350620.09,2024,0,official,,
5350620.13,2018,8,official,43,official
5350620.13,2019,6,official,16,official
5350620.13,2020,2,official,5,official
5350620.13,2021,0,official,10,official
5350620.13,2022,248,official,2,official
5350620.13,2023,359,official,,
5350620.13,2024,308,official,,
5350620.14,2023,0,official,,
5350620.14,2024,0,official,,
5350620.15,2023,0,official,,
5350620.15,2024,0,official,,
5350620.16,2023,0,official,,
5350620.16,2024,0,official,,
5350620.17,2023,0,official,,
5350620.17,2024,0,official,,
5350620.18,2023,0,official,,
5350620.18,2024,0,official,,
5350620.19,2023,0,official,,
5350620.19,2024,32,official,,
5350620.20,2023,0,official,,
5350620.20,2024,0,official,,
5350620.21,2023,0,official,,
5350620.21,2024,0,official,,
5350620.22,2023,0,official,,
5350620.22,2024,0,official,,
5350620.23,2023,367,official,,
5350620.23,2024,302,official,,
5350620.24,2023,0,official,,
5350620.24,2024,0,official,,
5350620.25,2023,658,official,,
5350620.25,2024,323,official,,
5350620.26,2023,0,official,,
5350620.26,2024,0,official,,
5350620.27,2023,0,official,,
5350620.27,2024,0,official,,
5350620.28,2023,0,official,,
5350620.28,2024,0,official,,
5350620.29,2023,0,official,,
5350620.29,2024,0,official,,
5350621.00,2018,29,official,0,official
5350621.00,2019,15,official,119,official
5350621.00,2020,24,official,14,official
5350621.00,2021,32,official,33,official
5350621.00,2022,6,official,68,official
5350621.00,2023,0,official,,
5350621.00,2024,290,official,,
5350622.00,2018,2,official,0,official
5350622.00,2019,31,official,3,official
5350622.00,2020,3,official,6,official
5350622.00,2021,5,official,32,official
5350622.00,2022,5,official,5,official
5350622.00,2023,8,official,,
5350622.00,2024,150,official,,
5350623.00,2018,3,official,0,official
5350623.00,2019,6,official,3,official
5350623.00,2020,0,official,5,official
5350623.00,2021,3,official,2,official
5350623.00,2022,2,official,2,official
5350623.00,2023,3,official,,
5350623.00,2024,2,official,,
5350624.00,2018,20,official,0,official
5350624.00,2019,32,official,4,official
5350624.00,2020,0,official,12,official
5350624.00,2021,1,official,4,official
5350624.00,2022,0,official,0,official
5350624.00,2023,0,official,,
5350624.00,2024,0,official,,
5350625.00,2018,0,official,0,official
5350625.00,2019,0,official,1,official
5350625.00,2020,0,official,0,official
5350625.00,2021,0,official,1,official
5350625.00,2022,1,official,0,official
5350625.00,2023,0,official,,
5350625.00,2024,0,official,,
5350626.00,2018,7,official,10,official
5350626.00,2019,22,official,10,official
5350626.00,2020,3,official,9,official
5350626.00,2021,4,official,20,official
5350626.00,2022,3,official,2,official
5350626.00,2023,9,official,,
5350626.00,2024,5,official,,
5350630.00,2018,5,official,7,official
5350630.00,2019,5,official,3,official
5350630.00,2020,4,official,3,official
5350630.00,2021,2,official,5,official
5350630.00,2022,5,official,2,official
5350630.00,2023,3,official,,
5350630.00,2024,1,official,,
5350631.02,2018,153,official,106,official
5350631.02,2019,0,official,124,official
5350631.02,2020,130,official,19,official
5350631.02,2021,189,official,130,official
5350631.02,2022,5,official,153,official
5350631.02,2023,2,official,,
5350631.02,2024,169,official,,
5350631.03,2018,25,official,26,official
5350631.03,2019,2,official,17,official
5350631.03,2020,1,official,0,official
5350631.03,2021,5,official,10,official
5350631.03,2022,1,official,6,official
5350631.03,2023,0,official,,
5350631.03,2024,0,official,,
5350631.04,2018,0,official,0,official
5350631.04,2019,0,official,0,official
5350631.04,2020,0,official,0,official
5350631.04,2021,0,official,0,official
5350631.04,2022,0,official,0,official
5350631.04,2023,1,official,,
5350631.04,2024,0,official,,
5350632.00,2018,0,official,0,official
5350632.00,2019,0,official,0,official
5350632.00,2020,0,official,0,official
5350632.00,2021,0,official,0,official
5350632.00,2022,0,official,0,official
5350632.00,2023,0,official,,
5350632.00,2024,0,official,,
5350633.00,2018,0,official,0,official
5350633.00,2019,0,official,0,official
5350633.00,2020,109,official,0,official
5350633.00,2021,5,official,0,official
5350633.00,2022,6,official,109,official
5350633.00,2023,1,official,,
5350633.00,2024,6,official,,
5350634.01,2018,1,official,2,official
5350634.01,2019,1,official,1,official
5350634.01,2020,0,official,1,official
5350634.01,2021,0,official,6,official
5350634.01,2022,2,official,0,official
5350634.01,2023,0,official,,
5350634.01,2024,1,official,,
5350634.02,2018,0,official,0,official
5350634.02,2019,0,official,0,official
5350634.02,2020,1,official,0,official
5350634.02,2021,0,official,1,official
5350634.02,2022,0,official,0,official
5350634.02,2023,0,official,,
5350634.02,2024,0,official,,
5350635.00,2018,4,official,3,official
5350635.00,2019,1,official,5,official
5350635.00,2020,77,official,1,official
5350635.00,2021,3,official,2,official
